"cntry","essround","variable","ess_id","party","partyfacts_id","partyfacts_name"
"FR",6,"prtvtcfr",1,"Nouveau Centre",1255,"NC"
"FR",6,"prtvtcfr",2,"FN (Front National)",433,"FN"
"FR",6,"prtvtcfr",3,"PR (Parti Radical Valoisien)",14,"PR"
"FR",6,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"AO"
"FR",6,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"PSdF"
"FR",6,"prtvtcfr",5,"LO (Lutte Ouvrière)",617,"LO"
"FR",6,"prtvtcfr",6,"FDG (Front de Gauche)",4363,NA
"FR",6,"prtvtcfr",7,"Parti Radical de Gauche",1783,"PRG"
"FR",6,"prtvtcfr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",6,"prtvtcfr",9,"PS (Parti Socialiste)",1478,"PS"
"FR",6,"prtvtcfr",10,"UMP (Union pour un Mouvement Populaire)",4364,NA
"FR",6,"prtvtcfr",11,"MODEM (Mouvement Démocrate)",496,NA
"FR",6,"prtvtcfr",12,"EELV (Europe Ecologie Les Verts)",1108,"V"
"FR",6,"prtvtcfr",13,"Autres mouvements écologistes",1898,NA
"FR",6,"prtvtcfr",14,"Autre",1898,NA
"FR",6,"prtvtcfr",15,"Blanc",3024,"RPR+UDF"
"FR",6,"prtvtcfr",16,"Nul",NA,NA
"FR",6,"prtvtcfr",17,"Not applicable",NA,NA
"FR",6,"prtvtcfr",18,"Refusal",NA,NA
"FR",6,"prtvtcfr",19,"Don't know",NA,NA
"FR",7,"prtvtcfr",1,"Nouveau Centre",1255,"NC"
"FR",7,"prtvtcfr",2,"FN (Front National)",433,"FN"
"FR",7,"prtvtcfr",3,"PR (Parti Radical Valoisien)",14,"PR"
"FR",7,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"AO"
"FR",7,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"PSdF"
"FR",7,"prtvtcfr",5,"LO (Lutte Ouvrière)",617,"LO"
"FR",7,"prtvtcfr",6,"FDG (Front de Gauche)",4363,NA
"FR",7,"prtvtcfr",7,"Parti Radical de Gauche",1783,"PRG"
"FR",7,"prtvtcfr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",7,"prtvtcfr",9,"PS (Parti Socialiste)",1478,"PS"
"FR",7,"prtvtcfr",10,"UMP (Union pour un Mouvement Populaire)",4364,NA
"FR",7,"prtvtcfr",11,"MODEM (Mouvement Démocrate)",496,NA
"FR",7,"prtvtcfr",12,"EELV (Europe Ecologie Les Verts)",1108,"V"
"FR",7,"prtvtcfr",13,"Autres mouvements écologistes",1898,NA
"FR",7,"prtvtcfr",14,"Autre",1898,NA
"FR",7,"prtvtcfr",15,"Blanc",3024,"RPR+UDF"
"FR",7,"prtvtcfr",16,"Nul",NA,NA
"FR",7,"prtvtcfr",17,"Not applicable",NA,NA
"FR",7,"prtvtcfr",18,"Refusal",NA,NA
"FR",7,"prtvtcfr",19,"Don't know",NA,NA
"FR",8,"prtvtcfr",1,"Nouveau Centre",1255,"NC"
"FR",8,"prtvtcfr",2,"FN (Front National)",433,"FN"
"FR",8,"prtvtcfr",3,"PR (Parti Radical Valoisien)",14,"PR"
"FR",8,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"AO"
"FR",8,"prtvtcfr",4,"NPA (Nouveau Parti Anti-Capitaliste)",2536,"PSdF"
"FR",8,"prtvtcfr",5,"LO (Lutte Ouvrière)",617,"LO"
"FR",8,"prtvtcfr",6,"FDG (Front de Gauche)",4363,NA
"FR",8,"prtvtcfr",7,"Parti Radical de Gauche",1783,"PRG"
"FR",8,"prtvtcfr",8,"MPF (Mouvement pour la France)",364,"MF"
"FR",8,"prtvtcfr",9,"PS (Parti Socialiste)",1478,"PS"
"FR",8,"prtvtcfr",10,"UMP (Union pour un Mouvement Populaire)",4364,NA
"FR",8,"prtvtcfr",11,"MODEM (Mouvement Démocrate)",496,NA
"FR",8,"prtvtcfr",12,"EELV (Europe Ecologie Les Verts)",1108,"V"
"FR",8,"prtvtcfr",13,"Autres mouvements écologistes",1898,NA
"FR",8,"prtvtcfr",14,"Autre",1898,NA
"FR",8,"prtvtcfr",15,"Blanc",3024,"RPR+UDF"
"FR",8,"prtvtcfr",16,"Nul",NA,NA
"FR",8,"prtvtcfr",17,"Not applicable",NA,NA
"FR",8,"prtvtcfr",18,"Refusal",NA,NA
"FR",8,"prtvtcfr",19,"Don't know",NA,NA
"FR",9,"prtvtdfr",1,"LO (Lutte Ouvrière)",617,"LO"
"FR",9,"prtvtdfr",2,"NPA (Nouveau Parti Anti-Capitaliste)",6684,NA
"FR",9,"prtvtdfr",3,"PCF (PARTI COMMUNISTE FRANÇAIS)",1251,"PCF"
"FR",9,"prtvtdfr",4,"FI (LA FRANCE INSOUMISE)",5858,"FI"
"FR",9,"prtvtdfr",5,"PS (Parti Socialiste)",1478,"PS"
"FR",9,"prtvtdfr",6,"EELV (Europe Ecologie Les Verts)",5650,NA
"FR",9,"prtvtdfr",7,"LREM (LA RÉPUBLIQUE EN MARCHE)",5857,"REM"
"FR",9,"prtvtdfr",8,"MODEM (Mouvement Démocrate)",496,NA
"FR",9,"prtvtdfr",9,"LR (LES RÉPUBLICAINS)",8168,NA
"FR",9,"prtvtdfr",10,"DEBOUT LA FRANCE",3207,"DLR|DLF"
"FR",9,"prtvtdfr",11,"FN (Front National)",433,"FN"
"GB",1,"prtvtgb",1,"Conservative",1567,"Con"
"GB",1,"prtvtgb",1,"Conservative",1567,"CNL"
"GB",1,"prtvtgb",1,"Conservative",1567,"Con-18"
"GB",1,"prtvtgb",2,"Labour",1516,"Lab"
"GB",1,"prtvtgb",3,"Liberal Democrat",1388,NA
"GB",1,"prtvtgb",4,"Scottish National Party",986,"SNP"
"GB",1,"prtvtgb",5,"Plaid Cymru",1002,"Plaid"
"GB",1,"prtvtgb",6,"Green Party",1794,"GP"
"GB",1,"prtvtgb",7,"Other",NA,NA
"GB",1,"prtvtgb",8,"Ulster Unionist Party (nir)",1763,NA
"GB",1,"prtvtgb",9,"Democratic Unionist Party (nir)",667,NA
"GB",1,"prtvtgb",10,"Sinn Fein (nir)",1257,NA
"GB",1,"prtvtgb",11,"Social Democratic and Labour Party (nir)",266,NA
"GB",1,"prtvtgb",12,"Alliance Party (nir)",3257,NA
"GB",1,"prtvtgb",14,"United Kingdom Unionist Party (nir)",1763,NA
"GB",1,"prtvtgb",15,"Women's Coalition (nir)",427,NA
"GB",1,"prtvtgb",20,"Not applicable",NA,NA
"GB",1,"prtvtgb",21,"Refusal",NA,NA
"GB",1,"prtvtgb",22,"Don't know",NA,NA
"GB",2,"prtvtgb",1,"Conservative",1567,"Con"
"GB",2,"prtvtgb",1,"Conservative",1567,"CNL"
"GB",2,"prtvtgb",1,"Conservative",1567,"Con-18"
"GB",2,"prtvtgb",2,"Labour",1516,"Lab"
"GB",2,"prtvtgb",3,"Liberal Democrat",1388,NA
"GB",2,"prtvtgb",4,"Scottish National Party",986,"SNP"
"GB",2,"prtvtgb",5,"Plaid Cymru",1002,"Plaid"
"GB",2,"prtvtgb",6,"Green Party",1794,"GP"
"GB",2,"prtvtgb",7,"Other",NA,NA
"GB",2,"prtvtgb",8,"Ulster Unionist Party (nir)",1763,NA
"GB",2,"prtvtgb",9,"Democratic Unionist Party (nir)",667,NA
"GB",2,"prtvtgb",10,"Sinn Fein (nir)",1257,NA
"GB",2,"prtvtgb",11,"Social Democratic and Labour Party (nir)",266,NA
"GB",2,"prtvtgb",19,"Other (nir)",NA,NA
"GB",2,"prtvtgb",20,"Not applicable",NA,NA
"GB",2,"prtvtgb",21,"Refusal",NA,NA
"GB",2,"prtvtgb",22,"Don't know",NA,NA
"GB",4,"prtvtgb",1,"Conservative",1567,"Con"
"GB",4,"prtvtgb",1,"Conservative",1567,"CNL"
"GB",4,"prtvtgb",1,"Conservative",1567,"Con-18"
"GB",4,"prtvtgb",2,"Labour",1516,"Lab"
"GB",4,"prtvtgb",3,"Liberal Democrat",1388,NA
"GB",4,"prtvtgb",4,"Scottish National Party",986,"SNP"
"GB",4,"prtvtgb",5,"Plaid Cymru",1002,"Plaid"
"GB",4,"prtvtgb",6,"Green Party",1794,"GP"
"GB",4,"prtvtgb",7,"Other",NA,NA
"GB",4,"prtvtgb",8,"Ulster Unionist Party (nir)",1763,NA
"GB",4,"prtvtgb",9,"Democratic Unionist Party (nir)",667,NA
"GB",4,"prtvtgb",10,"Sinn Fein (nir)",1257,NA
"GB",4,"prtvtgb",11,"Social Democratic and Labour Party (nir)",266,NA
"GB",4,"prtvtgb",12,"Alliance Party (nir)",3257,NA
"GB",4,"prtvtgb",20,"Not applicable",NA,NA
"GB",4,"prtvtgb",21,"Refusal",NA,NA
"GB",4,"prtvtgb",22,"Don't know",NA,NA
"GB",5,"prtvtgb",1,"Conservative",1567,"Con"
"GB",5,"prtvtgb",1,"Conservative",1567,"CNL"
"GB",5,"prtvtgb",1,"Conservative",1567,"Con-18"
"GB",5,"prtvtgb",2,"Labour",1516,"Lab"
"GB",5,"prtvtgb",3,"Liberal Democrat",1388,NA
"GB",5,"prtvtgb",4,"Scottish National Party",986,"SNP"
"GB",5,"prtvtgb",5,"Plaid Cymru",1002,"Plaid"
"GB",5,"prtvtgb",6,"Green Party",1794,"GP"
"GB",5,"prtvtgb",7,"Other",NA,NA
"GB",5,"prtvtgb",8,"Ulster Unionist Party (nir)",1763,NA
"GB",5,"prtvtgb",9,"Democratic Unionist Party (nir)",667,NA
"GB",5,"prtvtgb",10,"Sinn Fein (nir)",1257,NA
"GB",5,"prtvtgb",11,"Social Democratic and Labour Party (nir)",266,NA
"GB",5,"prtvtgb",12,"Alliance Party (nir)",3257,NA
"GB",5,"prtvtgb",20,"Not applicable",NA,NA
"GB",5,"prtvtgb",21,"Refusal",NA,NA
"GB",5,"prtvtgb",22,"Don't know",NA,NA
"GB",6,"prtvtgb",1,"Conservative",1567,"Con"
"GB",6,"prtvtgb",1,"Conservative",1567,"CNL"
"GB",6,"prtvtgb",1,"Conservative",1567,"Con-18"
"GB",6,"prtvtgb",2,"Labour",1516,"Lab"
"GB",6,"prtvtgb",3,"Liberal Democrat",1388,NA
"GB",6,"prtvtgb",4,"Scottish National Party",986,"SNP"
"GB",6,"prtvtgb",5,"Plaid Cymru",1002,"Plaid"
"GB",6,"prtvtgb",6,"Green Party",1794,"GP"
"GB",6,"prtvtgb",7,"Other",NA,NA
"GB",6,"prtvtgb",8,"Ulster Unionist Party (nir)",1763,NA
"GB",6,"prtvtgb",9,"Democratic Unionist Party (nir)",667,NA
"GB",6,"prtvtgb",10,"Sinn Fein (nir)",1257,NA
"GB",6,"prtvtgb",11,"Social Democratic and Labour Party (nir)",266,NA
"GB",6,"prtvtgb",12,"Alliance Party (nir)",3257,NA
"GB",6,"prtvtgb",19,"Other (nir)",NA,NA
"GB",6,"prtvtgb",20,"Not applicable",NA,NA
"GB",6,"prtvtgb",21,"Refusal",NA,NA
"GB",6,"prtvtgb",22,"Don't know",NA,NA
"GB",3,"prtvtagb",1,"Conservative",1567,"Con"
"GB",3,"prtvtagb",1,"Conservative",1567,"CNL"
"GB",3,"prtvtagb",1,"Conservative",1567,"Con-18"
"GB",3,"prtvtagb",2,"Labour",1516,"Lab"
"GB",3,"prtvtagb",3,"Liberal Democrat",1388,NA
"GB",3,"prtvtagb",4,"Scottish National Party",986,"SNP"
"GB",3,"prtvtagb",5,"Plaid Cymru",1002,"Plaid"
"GB",3,"prtvtagb",6,"Green Party",1794,"GP"
"GB",3,"prtvtagb",7,"British National Party",855,"BNP"
"GB",3,"prtvtagb",8,"Uk Independence Party",601,"UKIP"
"GB",3,"prtvtagb",9,"Independent",NA,NA
"GB",3,"prtvtagb",10,"Ulster Unionist Party",1366,"UUP"
"GB",3,"prtvtagb",11,"Democratic Unionist Party",335,"DUP"
"GB",3,"prtvtagb",12,"Sinn Fein",963,"SF"
"GB",3,"prtvtagb",13,"Social Democratic and Labour Party",762,"SDLP"
"GB",3,"prtvtagb",14,"Alliance Party",1477,NA
"GB",3,"prtvtagb",21,"Other",NA,NA
"GB",3,"prtvtagb",22,"Not applicable",NA,NA
"GB",3,"prtvtagb",23,"Refusal",NA,NA
"GB",3,"prtvtagb",24,"Don't know",NA,NA
"GB",7,"prtvtbgb",1,"Conservative",1567,"Con"
"GB",7,"prtvtbgb",1,"Conservative",1567,"CNL"
"GB",7,"prtvtbgb",1,"Conservative",1567,"Con-18"
"GB",7,"prtvtbgb",2,"Labour",1516,"Lab"
"GB",7,"prtvtbgb",3,"Liberal Democrat",1388,NA
"GB",7,"prtvtbgb",4,"Scottish National Party",986,"SNP"
"GB",7,"prtvtbgb",5,"Plaid Cymru",1002,"Plaid"
"GB",7,"prtvtbgb",6,"Green Party",1794,"GP"
"GB",7,"prtvtbgb",7,"UK Independence Party",601,"UKIP"
"GB",7,"prtvtbgb",8,"Other",NA,NA
"GB",7,"prtvtbgb",9,"Ulster Unionist Party (nir)",1763,NA
"GB",7,"prtvtbgb",10,"Democratic Unionist Party (nir)",667,NA
"GB",7,"prtvtbgb",11,"Sinn Fein (nir)",1257,NA
"GB",7,"prtvtbgb",12,"Social Democratic and Labour Party (nir)",266,NA
"GB",7,"prtvtbgb",13,"Alliance Party (nir)",3257,NA
"GB",7,"prtvtbgb",16,"Independent(s) (nir)",NA,NA
"GB",7,"prtvtbgb",18,"Other (nir)",NA,NA
"GB",7,"prtvtbgb",19,"Not applicable",NA,NA
"GB",7,"prtvtbgb",20,"Refusal",NA,NA
"GB",7,"prtvtbgb",21,"Don't know",NA,NA
"GB",8,"prtvtbgb",1,"Conservative",1567,"Con"
"GB",8,"prtvtbgb",1,"Conservative",1567,"CNL"
"GB",8,"prtvtbgb",1,"Conservative",1567,"Con-18"
"GB",8,"prtvtbgb",2,"Labour",1516,"Lab"
"GB",8,"prtvtbgb",3,"Liberal Democrat",1388,NA
"GB",8,"prtvtbgb",4,"Scottish National Party",986,"SNP"
"GB",8,"prtvtbgb",5,"Plaid Cymru",1002,"Plaid"
"GB",8,"prtvtbgb",6,"Green Party",1794,"GP"
"GB",8,"prtvtbgb",7,"UK Independence Party",601,"UKIP"
"GB",8,"prtvtbgb",8,"Other",NA,NA
"GB",8,"prtvtbgb",9,"Ulster Unionist Party (nir)",1763,NA
"GB",8,"prtvtbgb",10,"Democratic Unionist Party (nir)",667,NA
"GB",8,"prtvtbgb",11,"Sinn Fein (nir)",1257,NA
"GB",8,"prtvtbgb",12,"Social Democratic and Labour Party (nir)",266,NA
"GB",8,"prtvtbgb",13,"Alliance Party (nir)",3257,NA
"GB",9,"prtvtcgb",1,"Conservative",1567,"Con"
"GB",9,"prtvtcgb",1,"Conservative",1567,"CNL"
"GB",9,"prtvtcgb",1,"Conservative",1567,"Con-18"
"GB",9,"prtvtcgb",2,"Labour",1516,"Lab"
"GB",9,"prtvtcgb",3,"Liberal Democrat",1388,NA
"GB",9,"prtvtcgb",4,"Scottish National Party",986,"SNP"
"GB",9,"prtvtcgb",5,"Plaid Cymru",1002,"Plaid"
"GB",9,"prtvtcgb",6,"Green Party",1794,"GP"
"GB",9,"prtvtcgb",7,"UK Independence Party",601,"UKIP"
"GB",9,"prtvtcgb",8,"Other",NA,NA
"GB",9,"prtvtcgb",9,"Ulster Unionist Party (nir)",1763,NA
"GB",9,"prtvtcgb",10,"Democratic Unionist Party (nir)",667,NA
"GB",9,"prtvtcgb",11,"Sinn Fein (nir)",1257,NA
"GB",9,"prtvtcgb",12,"Social Democratic and Labour Party (nir)",266,NA
"GB",9,"prtvtcgb",13,"Alliance Party (nir)",3257,NA
"GR",1,"prtvtgr",1,"PASOK (Panhellenic Socialist Movement)",1468,"PASOK"
"GR",1,"prtvtgr",2,"ND (New Democracy)",794,"ND"
"GR",1,"prtvtgr",3,"KKE (Communist party)",48,"KKE"
"GR",1,"prtvtgr",4,"SYN (Left Wing Coalition)",516,"SYN"
"GR",1,"prtvtgr",5,"DIKKI (Democratic Social Movement)",1682,"DIKKI"
"GR",1,"prtvtgr",6,"Other parties",NA,NA
"GR",1,"prtvtgr",7,"Not applicable",NA,NA
"GR",1,"prtvtgr",8,"Refusal",NA,NA
"GR",1,"prtvtgr",9,"Don't know",NA,NA
"GR",2,"prtvtagr",1,"PASOK (Panhellenic Socialist Movement)",1468,"PASOK"
"GR",2,"prtvtagr",2,"ND (New Democracy)",794,"ND"
"GR",2,"prtvtagr",3,"KKE Communist Party)",48,"KKE"
"GR",2,"prtvtagr",4,"SYN (Left Wing Coalition)",516,"SYN"
"GR",2,"prtvtagr",5,"DIKKI (Democratic Social Movement)",1682,"DIKKI"
"GR",2,"prtvtagr",6,"LAOS (Popular Orthodox Party)",965,"LAOS"
"GR",2,"prtvtagr",7,"Other",NA,NA
"GR",2,"prtvtagr",8,"Not applicable",NA,NA
"GR",2,"prtvtagr",9,"Refusal",NA,NA
"GR",2,"prtvtagr",10,"Don't know",NA,NA
"GR",4,"prtvtbgr",1,"Panhellenic Socialist Movement – PASOK",1468,"PASOK"
"GR",4,"prtvtbgr",2,"New Democracy - ND",794,"ND"
"GR",4,"prtvtbgr",3,"Communist Party - KKE",48,"KKE"
"GR",4,"prtvtbgr",4,"Coalition of the Radical Left - SYRIZA",301,"SYRIZA"
"GR",4,"prtvtbgr",5,"Popular Orthodox Rally - LAOS",965,"LAOS"
"GR",4,"prtvtbgr",6,"Greens",378,"OP"
"GR",4,"prtvtbgr",7,"Other",NA,NA
"GR",4,"prtvtbgr",8,"Not applicable",NA,NA
"GR",4,"prtvtbgr",9,"Refusal",NA,NA
"GR",4,"prtvtbgr",10,"Don't know",NA,NA
"GR",5,"prtvtcgr",1,"The Panhellenic Socialist Movement (PASOK)",1468,"PASOK"
"GR",5,"prtvtcgr",2,"New Democracy (ND)",794,"ND"
"GR",5,"prtvtcgr",3,"The Communist Party of Greece (KKE)",48,"KKE"
"GR",5,"prtvtcgr",4,"The Popular Orthodox Rally (LAOS)",965,"LAOS"
"GR",5,"prtvtcgr",5,"The Coalition of the Radical Left (SYRIZA)",301,"SYRIZA"
"GR",5,"prtvtcgr",6,"The Ecologist Greens (OP)",378,"OP"
"GR",5,"prtvtcgr",7,"Null",NA,NA
"GR",5,"prtvtcgr",8,"No one",NA,NA
"GR",5,"prtvtcgr",9,"Invalid",NA,NA
"GR",5,"prtvtcgr",10,"Golden Dawn (Xrusi Augi)",1660,"LS-CA"
"GR",5,"prtvtcgr",11,"The Liberal Alliance (FS)",1130,"D-FS"
"GR",5,"prtvtcgr",12,"The Anticapitalist Left Cooperation for the Overthrow (ANTAR",95,"AASA"
"GR",5,"prtvtcgr",13,"Smokers' Groups for Art and Visual Formation (KOTES)",2710,NA
"GR",5,"prtvtcgr",14,"Independent Citizens' Movement (SPITHA)",2710,NA
"GR",5,"prtvtcgr",15,"Not applicable",NA,NA
"GR",5,"prtvtcgr",16,"Refusal",NA,NA
"GR",5,"prtvtcgr",17,"Don't know",NA,NA
"HR",4,"prtvthr",1,"Hrvatska demokratska zajednica (HDZ)",1431,"HDZ"
"HR",4,"prtvthr",2,"Socijaldemokratska partija Hrvatske (SDP)",1475,"SPH"
"HR",4,"prtvthr",3,"Hrvatska narodna stranka - Liberalni demokrati (HNS)",799,"HNS"
"HR",4,"prtvthr",4,"Hrvatska seljacka stranka (HSS)",72,"HSS"
"HR",4,"prtvthr",5,"Hrvatsko socijalno-liberalna stranka (HSLS)",214,"HSLS"
"HR",4,"prtvthr",6,"Istarski demokratski sabor (IDS)",513,"IDS"
"HR",4,"prtvthr",7,"Hrvatski demokratski savez Slavonije i Baranje (HDSSB)",2347,"HDSSB"
"HR",4,"prtvthr",8,"Samostalna demokratska Srpska stranka (SDSS)",2348,"SDSS"
"HR",4,"prtvthr",9,"Hrvatska stranka prava (HSP)",253,"HSP"
"HR",4,"prtvthr",10,"Hrvatska stranka umirovljenika (HSU)",2062,"HSU"
"HR",4,"prtvthr",11,"Other",NA,NA
"HR",4,"prtvthr",12,"Not applicable",NA,NA
"HR",4,"prtvthr",13,"Refusal",NA,NA
"HR",4,"prtvthr",14,"Don't know",NA,NA
"HR",4,"prtvthr",15,"No answer",NA,NA
"HR",5,"prtvthr",1,"Hrvatska demokratska zajednica (HDZ)",1431,"HDZ"
"HR",5,"prtvthr",2,"Socijaldemokratska partija Hrvatske (SDP)",1475,"SPH"
"HR",5,"prtvthr",3,"Hrvatska narodna stranka - Liberalni demokrati (HNS)",799,"HNS"
"HR",5,"prtvthr",4,"Hrvatska seljacka stranka (HSS)",72,"HSS"
"HR",5,"prtvthr",5,"Hrvatsko socijalno-liberalna stranka (HSLS)",214,"HSLS"
"HR",5,"prtvthr",6,"Istarski demokratski sabor (IDS)",513,"IDS"
"HR",5,"prtvthr",7,"Hrvatski demokratski savez Slavonije i Baranje (HDSSB)",2347,"HDSSB"
"HR",5,"prtvthr",8,"Samostalna demokratska Srpska stranka (SDSS)",2348,"SDSS"
"HR",5,"prtvthr",9,"Hrvatska stranka prava (HSP)",253,"HSP"
"HR",5,"prtvthr",10,"Hrvatska stranka umirovljenika (HSU)",2062,"HSU"
"HR",5,"prtvthr",11,"Other",NA,NA
"HR",5,"prtvthr",12,"Not applicable",NA,NA
"HR",5,"prtvthr",13,"Refusal",NA,NA
"HR",5,"prtvthr",14,"Don't know",NA,NA
"HR",5,"prtvthr",15,"No answer",NA,NA
"HU",1,"prtvthu",1,"Center Party",1779,NA
"HU",1,"prtvthu",2,"FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum",1697,"MDF"
"HU",1,"prtvthu",3,"ISHP-Independent Small Holders",1294,"FKgP"
"HU",1,"prtvthu",4,"HTJP-Hungarian Truth",42,"Jobbik"
"HU",1,"prtvthu",5,"HSP-Hungarian Socialist Party",1408,"MSZP"
"HU",1,"prtvthu",6,"WP-Workers Party",859,"MMP"
"HU",1,"prtvthu",6,"WP-Workers Party",859,"MM"
"HU",1,"prtvthu",7,"FFD-Free Democrats",910,"SzDSz"
"HU",1,"prtvthu",8,"None of them",NA,NA
"HU",1,"prtvthu",9,"Not applicable",NA,NA
"HU",1,"prtvthu",10,"Refusal",NA,NA
"HU",1,"prtvthu",11,"Don't know",NA,NA
"HU",1,"prtvthu",12,"No answer",NA,NA
"HU",2,"prtvthu",1,"Center Party",1779,NA
"HU",2,"prtvthu",2,"FYD-HDF Fed.of Young Democrats&Hungarian Dem.Forum",1697,"MDF"
"HU",2,"prtvthu",3,"ISHP-Independent Small Holders",1294,"FKgP"
"HU",2,"prtvthu",4,"HTJP-Hungarian Truth",42,"Jobbik"
"HU",2,"prtvthu",5,"HSP-Hungarian Socialist Party",1408,"MSZP"
"HU",2,"prtvthu",6,"WP-Workers Party",859,"MMP"
"HU",2,"prtvthu",6,"WP-Workers Party",859,"MM"
"HU",2,"prtvthu",7,"FFD-Free Democrats",910,"SzDSz"
"HU",2,"prtvthu",8,"None of them",NA,NA
"HU",2,"prtvthu",9,"Not applicable",NA,NA
"HU",2,"prtvthu",10,"Refusal",NA,NA
"HU",2,"prtvthu",11,"Don't know",NA,NA
"HU",2,"prtvthu",12,"No answer",NA,NA
"HU",3,"prtvtahu",1,"Fidesz - KDNP",NA,NA
"HU",3,"prtvtahu",2,"MDF",1697,"MDF"
"HU",3,"prtvtahu",3,"Harmadik Út (MIÉP - Jobbik Magyarországért)",42,"Jobbik"
"HU",3,"prtvtahu",4,"MSZP",1408,"MSZP"
"HU",3,"prtvtahu",5,"Munkáspárt",859,"MMP"
"HU",3,"prtvtahu",5,"Munkáspárt",859,"MM"
"HU",3,"prtvtahu",6,"SZDSZ",910,"SzDSz"
"HU",3,"prtvtahu",7,"Centrumpárt",1779,NA
"HU",3,"prtvtahu",8,"Other party",NA,NA
"HU",3,"prtvtahu",10,"Not applicable",NA,NA
"HU",3,"prtvtahu",11,"Refusal",NA,NA
"HU",3,"prtvtahu",12,"Don't know",NA,NA
"HU",4,"prtvtbhu",1,"Fidesz - KDNP",NA,NA
"HU",4,"prtvtbhu",2,"MDF",1697,"MDF"
"HU",4,"prtvtbhu",3,"MIÉP - Jobbik a Harmadik Út",42,"Jobbik"
"HU",4,"prtvtbhu",4,"MSZP",1408,"MSZP"
"HU",4,"prtvtbhu",5,"Munkáspárt",859,"MMP"
"HU",4,"prtvtbhu",5,"Munkáspárt",859,"MM"
"HU",4,"prtvtbhu",6,"SZDSZ",910,"SzDSz"
"HU",4,"prtvtbhu",7,"Centrumpárt",1779,NA
"HU",4,"prtvtbhu",8,"Kereszténydemokrata Párt - Keresztény Centrum Összefogás",1412,"KDNP"
"HU",4,"prtvtbhu",9,"Magyar Vidék és Polgári Párt",2721,NA
"HU",4,"prtvtbhu",13,"Not applicable",NA,NA
"HU",4,"prtvtbhu",14,"Refusal",NA,NA
"HU",4,"prtvtbhu",15,"Don't know",NA,NA
"HU",5,"prtvtchu",1,"Fidesz - KDNP",NA,NA
"HU",5,"prtvtchu",2,"MDF",1697,"MDF"
"HU",5,"prtvtchu",4,"MSZP",1408,"MSZP"
"HU",5,"prtvtchu",5,"Munkaspart",859,"MMP"
"HU",5,"prtvtchu",5,"Munkaspart",859,"MM"
"HU",5,"prtvtchu",6,"SZDSZ",910,"SzDSz"
"HU",5,"prtvtchu",7,"Centrum Part",1779,NA
"HU",5,"prtvtchu",9,"Magyar Videk es Polgari Part",2721,NA
"HU",5,"prtvtchu",11,"Jobbik Magyarorszagert Mozgalom",42,"Jobbik"
"HU",5,"prtvtchu",12,"Magyarorszagi Szocialdemokrata Part",1726,"MSzDP"
"HU",5,"prtvtchu",13,"Lehet Mas a Politika (LMP)",1650,"LMP"
"HU",5,"prtvtchu",14,"Not applicable",NA,NA
"HU",5,"prtvtchu",15,"Refusal",NA,NA
"HU",5,"prtvtchu",16,"Other party",NA,NA
"HU",5,"prtvtchu",18,"Don't know",NA,NA
"HU",6,"prtvtdhu",1,"Centrum Párt (Centrum Összefogás Magyarországért)",1779,NA
"HU",6,"prtvtdhu",2,"CM (Civil Mozgalom)",2721,NA
"HU",6,"prtvtdhu",3,"Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd",6366,"Fi+KDNP"
"HU",6,"prtvtdhu",4,"Jobbik (Jobbik Magyarországért Mozgalom)",42,"Jobbik"
"HU",6,"prtvtdhu",5,"LMP (Lehet Más A Politika)",1650,"LMP"
"HU",6,"prtvtdhu",6,"MDF (Magyar Demokrata Fórum)",1697,"MDF"
"HU",6,"prtvtdhu",7,"MIÉP (Magyar Igazság És Élet Pártja)",1597,"MIEP"
"HU",6,"prtvtdhu",8,"MSZP (Magyar Szocialista Párt)",1408,"MSZP"
"HU",6,"prtvtdhu",9,"MSZDP (Magyar Szociáldemokrata Párt)",1726,"MSzDP"
"HU",6,"prtvtdhu",10,"Munkáspárt (Magyar Kommunista Munkáspárt)",859,"MMP"
"HU",6,"prtvtdhu",10,"Munkáspárt (Magyar Kommunista Munkáspárt)",859,"MM"
"HU",6,"prtvtdhu",13,"SZDSZ (Szabad Demokraták Szövetsége - A Magyar Liberális Pár",910,"SzDSz"
"HU",6,"prtvtdhu",14,"Other",NA,NA
"HU",6,"prtvtdhu",15,"Not applicable",NA,NA
"HU",6,"prtvtdhu",16,"Refusal",NA,NA
"HU",6,"prtvtdhu",17,"Don't know",NA,NA
"HU",7,"prtvtehu",1,"Fidesz - KDNP (Fidesz – Magyar Polgári Szövetség Keresztényd",6366,"Fi+KDNP"
"HU",7,"prtvtehu",2,"Jobbik (Jobbik Magyarországért Mozgalom)",42,"Jobbik"
"HU",7,"prtvtehu",3,"LMP (Lehet Más A Politika)",1650,"LMP"
